item_id,language,prompt_id,gen_model,domain,question,answer,h1_ling,h1_task,h1_halluc,h2_ling,h2_task,h2_halluc,h3_ling,h3_task,h3_halluc
telugu|05c369b4-6b21-4485-81e5-60b5e860259d|meta-llama/Meta-Llama-3-8B-Instruct,telugu,05c369b4-6b21-4485-81e5-60b5e860259d,meta-llama/Meta-Llama-3-8B-Instruct,finance,క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు ఏమిటి?,"క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు:

* అధిక లాభాలు: క్రిప్టోకరెన్సీ మించిపోవడం వల్ల అధిక లాభాలు లభిస్తాయి.
* స్వేచ్ఛా వ్యాపారం: క్రిప్టోకరెన్సీలో పెట్టుబడి పెట్టడం వల్ల స్వేచ్ఛా వ్యాపారం చేయవచ్చు.
* అధిక రకాల కొనుగోళ్ళు: క్రిప్టోకరెన్సీలో పెట్టుబడి పెట్టడం వల్ల అధిక రకాల కొనుగోళ్ళు లభిస్తాయి.

క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే నష్టాలు:

* అధిక ప్రమాదం: క్రిప్టోకరెన్సీ మించిపోవడం వల్ల అధిక ప్రమాదం ఉంటుంది.
* లాభాలు లభించకపోవ",2,2,0,2,1,0,2,2,0
telugu|e531f435-ebf7-47be-8d3f-4f4bc06b94ad|SamwaadLLM,telugu,e531f435-ebf7-47be-8d3f-4f4bc06b94ad,SamwaadLLM,culture,తెలుగు సంస్కృతికి మరియు సమాజానికి గొప్పగా దోహదపడిన కొంతమంది ప్రసిద్ధ చారిత్రక వ్యక్తి లేదా వ్యక్తుల గురించి నాకు చెప్పండి?,"తెలుగు సంస్కృతికి మరియు సమాజానికి గొప్పగా దోహదపడిన కొంతమంది ప్రసిద్ధ చారిత్రక వ్యక్తులు ఉన్నారు. వారిలో కొంతమంది ప్రముఖులు:

* అల్లూరి సీతారామరాజు - భారత స్వాతంత్ర్య ఉద్యమంలో ప్రముఖ పాత్ర పోషించారు.
* రాయప్రోలు సుబ్బారావు - తెలుగు భాషోద్యమంలో ప్రముఖ పాత్ర పోషించారు.
* కాండుకూరి వీరేశలింగం పంతులు - భారత స్వాతంత్ర్య ఉద్యమంలో ప్రముఖ పాత్ర పోషించారు.
* చలపతి రావు - తెలుగు నాటకరంగ పితామహుడు.",2,2,0,2,2,0,2,2,0
telugu|037bd3f4-0069-488f-9f2e-232e6e7f82dd|GenVRadmin/AryaBhatta-GemmaOrca-Merged,telugu,037bd3f4-0069-488f-9f2e-232e6e7f82dd,GenVRadmin/AryaBhatta-GemmaOrca-Merged,culture,తెలుగు సంప్రదాయంలో ఆడపిల్లల తల్లితండ్రులు పిల్లల మొదటి జన్మకు ఎందుకు డబ్బు చెల్లిస్తారు?,"తెలుగు సంప్రదాయంలో, పిల్లల మొదటి జన్మకు ఆడపిల్లల తల్లితండ్రులు డబ్బును ఇవ్వడం ఒక సాంప్రదాయం. ఈ ఆచారం యొక్క మూలం గురించి అనేక కథలు ఉన్నాయి. ఒక కథ ప్రకారం, పిల్లల మొదటి జన్మకు ఆడపిల్లల తల్లితండ్రులు డబ్బును ఇవ్వడం వల్ల పిల్లలు ఆరోగ్యంగా మరియు సంతోషంగా పెరగడానికి సహాయపడుతుందని నమ్ముతారు. మరొక కథ ప్రకారం, ఇది పిల్లలకు మంచి భవిష్యత్తును పొందడానికి సహాయపడుతుందని నమ్ముతారు. ఏదేమైనా, ఈ ఆచారం యొక్క ఖచ్చితమైన మూలం తెలియదు మరియు దీనికి అనేక వివరణలు ఉన్నాయి.",2,2,0,2,2,0,2,2,0
telugu|b5d49672-a2c1-4c02-a45b-8d1d9535750a|meta-llama/Meta-Llama-3-70B-Instruct,telugu,b5d49672-a2c1-4c02-a45b-8d1d9535750a,meta-llama/Meta-Llama-3-70B-Instruct,health,కిడ్నీలో రాళ్లు కరిగిపోవాలంటే ఎలాంటి ఆహారం తీసుకోవాలి,"కిడ్నీలో రాళ్లు కరిగిపోవాలంటే ఆహారంలో కొన్ని మార్పులు చేయాలి. అందుకు సహాయకారి ఆహారాలు:

* పుష్కలంగా నీరు తాగాలి. ఇది రాళ్లు కరిగిపోవడానికి సహాయపడుతుంది.
* పండ్లు, కూరగాయలు ఎక్కువగా తీసుకోవాలి. వీటిలో ఉన్న ఆమ్లాలు రాళ్లు కరిగిపోవడానికి సహాయపడుతాయి.
* లెమన్ జ్యూస్, ఆప్రికాట్ జ్యూస్ తాగాలి. వీటిలో ఉన్న సిట్రిక్ ఆమ్లం రాళ్లు కరిగిపోవడానికి సహాయపడుతుంది.
* ఉప్పు తక్కువగా వాడాలి. ఉప్పు ఎక్కువగా ఉంటే రాళ్లు పెరగడానికి సహాయపడుతుంది.",2,2,0,2,2,0,2,2,0
telugu|6b0c19d3-455c-4e40-b9bc-09c33cf028bb|meta-llama/Meta-Llama-3-8B-Instruct,telugu,6b0c19d3-455c-4e40-b9bc-09c33cf028bb,meta-llama/Meta-Llama-3-8B-Instruct,finance,ఏ పెట్టుబడి 100% పన్ను రహితం?,"అవును, కొన్ని పెట్టుబడులు 100% పన్ను రహితంగా ఉంటాయి. ఉదాహరణకు, మున్సిపల్ బాండ్స్, పెట్టుబడి బాండ్స్, ఎస్సెట్ బాండ్స్ వంటివి 100% పన్ను రహితంగా ఉంటాయి.",2,0,1,2,2,0,2,0,1
telugu|05c369b4-6b21-4485-81e5-60b5e860259d|SamwaadLLM,telugu,05c369b4-6b21-4485-81e5-60b5e860259d,SamwaadLLM,finance,క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు ఏమిటి?,"క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల ప్రయోజనాలు మరియు నష్టాలు ఉన్నాయి. ప్రయోజనాలు కొత్త ఆర్థిక స్వాయత్తత్వం, విశ్వవ్యాప్తిగా పరిమితంగా తెలియని విద్యార్థులు లోని పనికి ప్రవేశం, విశ్వవ్యాప్తిగా నిలిపు చేసే వ్యాపారం మరియు విపణి చేయడం కాగా ఉంటుంది. ప్రసిద్ధ క్రిప్టోలు వాణిజ్యం చేసే పద్ధతులు కొంత స్వాయత్తం చేసే వ్యక్తులకు ఉంది.

నష్టాలు క్రిప్టోకరెన్సీలో పెట్టుబడి పెట్టడం కారణంగా ఉండవచ్చు. విపణి పరిమితంగా ఉండటం వల్ల ప్రస్తుత ప్రామాణిక మార్కెట్ పరిస్థితులను ప్రభావించే ప్రామాణికత కాబట్టి లేదు. అంతేకాకుంది, ప్రభావిత సంఖ్యలు పెట్టుబడి పెట్టడం కారణంగా విపరీత సంఖ్యలు కూడా పెట్టుబడుతుంది. క్రిప్టో మార్కెట్ స్వభావం ప్రభావించి పెట్టుబడి పెట్టడం వల్ల ప్రతీక్షించిన లాభాలు కాగా కాలం పోవడం సాధ్యం. క్రిప్టో కార్యాలయంలో హాకరులు లేదా చెప్పిన ప్రశ్నలు కారణంగా పెట్టుబడి పెట్టడం ప్రభావించి ప్రతీక్షించిన సమాధానాలను ప్రాప్యం కాదు.

అంతేకాకుంది, పెట్టుబడి పెట్టడం వల్ల నష్టం చేసే వ్యక్తులు ఉన్నాయి. ప్రామాణికత లేకుండా విపణి చేయడం కారణంగా పెట్టుబడి పెట్టడం కోసం ప్రామాణిక సంశ్లేషణ పద్ధతులు ఉండవచ్చు. అందులో పెట్టుబడి పెట్టడం వల్ల సంపద క్లాస్టర్ నిర్మాణం కారణంగా నష్టం జరుగుతుంది. ప్రామాణిక విపణి పద్ధతులు లేకుండా విపరీత సంఖ్యలు పెట్టుబడుతుంది, క్రిప్టో కార్యాలయంలో ప్రభావిత హాకరులు లేదా ప్రామాణికత కాబట్టి లేదు అనే సందర్భాల్లో పెట్టుబడి పెట్టడం నష్టం చేసే సంభావనలు ఉన్నాయి. క్రిప్టోకరెన్సీ సంశ్లేషణ పద్ధతులు ప్రముఖంగా ఉండటం వల్ల పెట్టుబడి పెట్టడ",2,2,0,2,2,0,2,1,0
telugu|cf80f8a0-fb64-4db0-927a-b7ad1b13cdad|GPT4o,telugu,cf80f8a0-fb64-4db0-927a-b7ad1b13cdad,GPT4o,culture,తెలుగు సంస్కృతిలో గమనించిన కొన్ని సాధారణ మూఢనమ్మకాలు లేదా నమ్మకాలు ఏమిటి?,"తెలుగు సంస్కృతిలో గమనించిన కొన్ని సాధారణ మూఢనమ్మకాలు లేదా నమ్మకాలు:

1. **నరి కూయడం:** పగలు సమయంలో నరి కూయడం వారదశను సూచిస్తుందని.
2. **పిల్లి దాటడం:** ప్రయాణం ముందు పిల్లి దాటితే అది దురదృష్టానికి సంకేతంగా భావించడం.
3. **కబ్బలిపేట్టు చేతబడి:** సొంతచెట్టు నీడలో నిద్రపోతే కబ్బలిపేట్టు అనేది నిరంతర వేదన తీసుకువస్తుందని నమ్మకం.
4. **ముక్కు గోకడం:** ముక్కు గోకడం ఏదైనా అశుభవార్తను సూచిస్తుందని భావిస్తారు.
5. **లెంప‌న పగలడం:** దీపం (లెంప‌న) పగిలితే అది దురదృష్టాన్ని కలిగిస్తుందని.

ఇవి కొన్ని మాత్రమే, ఇంకా ఎన్నో మూఢనమ్మకాలు జానపద జీవితంలో ఉన్నాయి.",2,2,0,2,2,0,2,2,0
telugu|471bbcd5-88ca-4a17-b38c-414ea4df5073|Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,telugu,471bbcd5-88ca-4a17-b38c-414ea4df5073,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,culture,తెలుగు సంస్కృతిలో పూర్వీకులను గౌరవించడంతో సంబంధం ఉన్న నిర్దిష్ట ఆచారాలు ఏమైనా ఉన్నాయా?,"అవును, తెలుగు సంస్కృతిలో పూర్వీకులను గౌరవించడం ఒక ముఖ్యమైన ఆచారం. ఇది 'పూర్వీకుల ఆరాధన' అని పిలువబడేది. ఈ ఆచారంలో పూర్వీకులను గౌరవించడానికి మరియు వారి జ్ఞానాన్ని పొందడానికి వారికి ఆహారం, పానీయాలు మరియు పువ్వులను అందించడం జరుగుతుంది. ఈ ఆచారం సాధారణంగా పూర్వీకుల మందిరాలలో లేదా వారి ఇళ్లలో జరుగుతుంది. అదనంగా, కుటుంబ సభ్యులు పూర్వీకులను గౌరవించడానికి మరియు వారి జ్ఞానాన్ని పొందడానికి వారి పూర్వీకుల పేర్లను పిలుస్తారు మరియు వారి జీవితాలను గుర్తు చేస్తారు. ఈ ఆచారం తెలుగు సంస్కృతిలో పూర్వీకులను గౌరవించడం మరియు వారి జ్ఞానాన్ని కొనసాగించడం యొక్క ప్రాముఖ్యతను నొక్కి చెబుతుంది.",2,2,0,2,2,0,2,2,0
telugu|6b0c19d3-455c-4e40-b9bc-09c33cf028bb|Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,telugu,6b0c19d3-455c-4e40-b9bc-09c33cf028bb,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,finance,ఏ పెట్టుబడి 100% పన్ను రహితం?,"100% పన్ను రహిత పెట్టుబడి అనేది పెట్టుబడిదారుడు పెట్టుబడిపై పన్ను చెల్లించకుండా పొందే ఆదాయం. ఇది సాధారణంగా కొన్ని రకాల పెట్టుబడులకు వర్తిస్తుంది, వీటిలో కొన్ని పన్ను రహిత పెట్టుబడి పన్ను చట్టాల కారణంగా ఉంటాయి. ఏదేమైనా, పన్ను చట్టాలు మరియు నిబంధనలు ప్రాంతం మరియు పెట్టుబడి రకాన్ని బట్టి మారవచ్చు, కాబట్టి మీరు పెట్టుబడి పెట్టాలనుకుంటున్న నిర్దిష్ట పెట్టుబడిని పరిశోధించడం చాలా ముఖ్యం.",2,2,0,2,1,0,2,1,0
telugu|cf80f8a0-fb64-4db0-927a-b7ad1b13cdad|Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,telugu,cf80f8a0-fb64-4db0-927a-b7ad1b13cdad,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,culture,తెలుగు సంస్కృతిలో గమనించిన కొన్ని సాధారణ మూఢనమ్మకాలు లేదా నమ్మకాలు ఏమిటి?,"తెలుగు సంస్కృతిలో, అనేక మూఢనమ్మకాలు మరియు నమ్మకాలు ఉన్నాయి, ఇవి సాంప్రదాయ విశ్వాసాలు మరియు ఆచారాలలో పాతుకుపోయాయి. ఈ నమ్మకాలలో కొన్ని: 1) పాత వస్తువులను విసిరివేయడం ద్వారా దురదృష్టాన్ని తొలగించడం, ఎందుకంటే అవి దురదృష్టాన్ని తీసుకువస్తాయని భావిస్తారు. 2) కొత్త పాదరక్షలను కొనడం లేదా స్వీకరించడం దురదృష్టంగా పరిగణించబడుతుంది, ఎందుకంటే అవి అసాధారణమైన శక్తిని కలిగి ఉన్నాయని భావిస్తారు. 3) పిల్లలకు పెన్నాను (పెన్నా) ఇవ్వడం, ఎందుకంటే ఇది వారికి తెలివితేటలు మరియు విజయాన్ని తెస్తుందని నమ్మబడుతుంది. 4) పగటిపూట పునరుజ్జీవనం చేయడం దురదృష్టకరమని భావిస్తారు, ఎందుకంటే ఇది సూర్యుడికి వ్యతిరేకంగా పనిచేస్తుందని భావిస్తారు. 5) పుట్టిన రోజున బహుమతులు లేదా ఆహారాన్ని స్వీకరించడం దురదృష్టకరమని భావిస్తారు, ఎందుకంటే ఇది వ్యక్తికి అదృష్టం తీసుకువస్తుందని భావిస్తారు. ఈ నమ్మకాలు మరియు నమ్మకాలు తెలుగు సంస్కృతి యొక్క సాంప్రదాయ విలువలు మరియు ఆచారాలలో పాతుకుపోయాయి మరియు సాంప్రదాయ జీవితంలో ఒక ముఖ్యమైన భాగంగా కొనసాగుతున్నాయి.",2,1,1,2,2,0,2,2,0
telugu|098f2ecd-3e28-4c02-b8a7-dfdc084edaca|Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,telugu,098f2ecd-3e28-4c02-b8a7-dfdc084edaca,Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,health,ఏ ఔషధం కడుపు నొప్పిని తగ్గిస్తుంది," అతను సహాయపడిన కడుపు నొప్పి కారణంగా తగ్గించబడుతుంది. కడుపు కొనుగోలు మరియు కాలుష్యాలు మరియు కార్బన్ అనుభవాలను మెరుగుపరచడానికి కడుపు నొప్పిని తగ్గిస్తుంది. కడుపు ముఖ్యమైన కారణంగా తగ్గించబడుతుంది, కాలుష్యాలు కార్బన్ అనుభవాలను తగ్గించడానికి కడుపు నొప్పిని తగ్గిస్తుంది. కడుపు నొప్పిని తగ్గించడానికి వారి మెరుగుదలకు కొన్ని సంప్ర",2,0,1,1,0,1,1,0,1
telugu|e4a7ba5b-491f-4ae9-95e2-ff23cdddabb6|abhinand/telugu-llama-7b-instruct-v0.1,telugu,e4a7ba5b-491f-4ae9-95e2-ff23cdddabb6,abhinand/telugu-llama-7b-instruct-v0.1,health,తరచుగా దగ్గు ఏదైనా సమస్యకు సంకేతమా?,"అవుటెన్, అవును, దగ్గు తరచుగా దగ్గుకు సంబంధించిన అనేక సమస్యలను కలిగిస్తుంది. దగ్గుకు కొన్ని సాధారణ కారణాలు ఇక్కడ ఉన్నాయి:

1. జలుబు: జలుబు అనేది ఒక సాధారణ శ్వాసకోశ వ్యాధి, ఇక్కడ దగ్గు, గొంతు నొప్పి మరియు గొంతు కప్పులు వంటి లక్షణాలు ఉంటాయి. జలుబు తరచుగా దగ్గును కలిగిస్తుంది.
2. ఆస్త్మా: ఆస్త్మా అనేది దీర్ఘకాలిక దగ్గు, ఇది సాధారణంగా వయస్సు, వాతావరణ మార్పులు లేదా పొగతాగే ప్రదేశంలో జీవించడం వల్ల వస్తుంది.
3. శ్వాసకోశ వ్యాధులు: శ్వాసకోశ వ్యాధులు, ఉదాహరణకు శ్వాసకోశ రుగ్మతలు, శ్వాసకోశ వ్యాధితో సహా, శ్వాసకోశ వ్యవస్థపై ఒత్తిడి లేదా ఇన్ఫెక్షన్లను కలిగి ఉంటాయి మరియు దగ్గును కలిగిస్తాయి.
4. శ్వాసకోశ వ్యాధులు: శ్వాసకోశ వ్యాధులు, ఉదాహరణకు శ్వాసకోశ రుగ్మతలు, శ్వాసకోశ వ్యాధితో సహా, శ్వాసకోశ వ్యవస్థపై ఒత్తిడి లేదా ఇన్ఫెక్షన్లను కలిగి ఉంటాయి మరియు దగ్గును కలిగిస్తాయి.
5. దగ్గును నియంత్రించడం: దగ్గును నియంత్రించడంలో అసమతుల్యమైన ప్రవర్తన లేదా శారీరక రుగ్మతలు దగ్గును కలిగిస్తాయి.
6. ఔషధాలు మరియు పదార్ధాల ఉపయోగం: కొన్ని మందులు మరియు పదార్ధాల ఉపయోగం దగ్గును కలిగి ఉంటుంది.
7. ఇతర ఆరోగ్య సమస్యలు: దగ్గును కలిగి ఉన్న ఇతర ఆరోగ్య సమస్యలు గుండె సమస్యలు, శ్వాసకోశ సమస్యలు, శ్వాసకోశ రుగ్మతలు మరియు శ్వాసకోశ వ్యాధులు వంటివి ఉన్నాయి.

ఈ కారకాల ఆధారంగా, దగ్గు తరచుగా దగ్గుకు సంబంధించిన అనేక సమస్యలకు కారకంగా కనిపిస్తుంది.",2,1,1,2,2,0,2,2,0
telugu|7e9416e1-462d-4836-8d99-9b2098738fad|abhinand/telugu-llama-7b-instruct-v0.1,telugu,7e9416e1-462d-4836-8d99-9b2098738fad,abhinand/telugu-llama-7b-instruct-v0.1,finance,సిస్టమాటిక్ ఇన్వెస్ట్‌మెంట్ ప్లాన్ (SIP) అంటే ఏమిటి మరియు అది ఎలా పని చేస్తుంది?,"SIP (Systematic Investment Plan) అనేది పెట్టుబడిదారుల కోసం పెట్టుబడి సాధనం, ఇది వారి ఆర్థిక లక్ష్యాల కోసం స్థిరమైన మరియు స్థిరమైన ఆర్థిక వృద్ధికి దారితీస్తుంది. SIP అనేది పెట్టుబడిదారుల పొదుపులను కాలక్రమేణా పెట్టుబడికి బదిలీ చేయడానికి ఒక మార్గం.

సమర్థన:
1. కాలక్రమేణా పెట్టుబడి: SIP పెట్టుబడిదారుల పొదుపులను కాలక్రమేణా పెట్టుబడికి బదిలీ చేయడానికి ఒక మార్గం. ఇది పెట్టుబడిదారుల ఆర్థిక లక్ష్యాలకు అనుగుణంగా ఉంటుంది మరియు దీర్ఘకాలిక పెట్టుబడికి అనుకూలమైనది.
2. స్థిరమైన రాబడి: SIPలో పెట్టుబడి పెట్టడం ద్వారా, పెట్టుబడిదారుల ఆర్థిక లక్ష్యాలకు అనుగుణంగా స్థిరమైన రాబడిని పొందవచ్చు. ఇది పెట్టుబడిదారుల ఆర్థిక లక్ష్యాలపై స్థిరత్వాన్ని నిర్ధారిస్తుంది మరియు దీర్ఘకాలిక పెట్టుబడికి అనుకూలతను నిర్ధారిస్తుంది.
3. పొదుపులు: SIP అనేది పొదుపుల కోసం పెట్టుబడి సాధనం. ఇది పెట్టుబడిదారుల పొదుపులను దీర్ఘకాలిక పెట్టుబడికి బదిలీ చేయడానికి ఒక మార్గం, ఇది వారి ఆర్థిక లక్ష్యాలను చేరుకోవడానికి సహాయపడుతుంది.
4. రిస్క్ నియంత్రణ: SIPలో పెట్టుబడి పెట్టడం ద్వారా, పెట్టుబడిదారుల రిస్క్ స్థాయిని నియంత్రించడానికి మరియు నిర్వహించడానికి వారు తమ ఆర్థిక లక్ష్యాలపై నియంత్రణను కలిగి ఉండగలరు.
5. అనుకూలత: SIP పెట్టుబడిదారుల ఆర్థిక లక్ష్యాలతో సరిపోలుతూ సౌకర్యవంతంగా ఉంటుంది మరియు వారి ఆర్థిక లక్ష్యాలను చేరుకోవడానికి వీలు కల్పిస్తూ దీర్ఘకాలిక పెట్టుబడికి అనుకూలతను అందిస్తుంది.

ముగింపులో, SIP అనేది పెట్టుబడిదారుల పొదుపులను కాలక్రమేణా పెట్టుబడికి బదిలీ చేయడానికి ఒక మార్గం, స్థిరమైన రాబడిని అందిస్తుంది, పొదుపులను కలిగి ఉంటుంది, రిస్క్ నియంత్రణను అందిస్తుంది మరియు దీర్ఘకాలిక పెట్టుబడికి అనుకూలతను అందిస్తుంది. ఇది పెట్టుబడిదారుల ఆర్థిక లక్ష్యాలతో సరిపోలుతూ సౌకర్యవంతంగా ఉంటుంది మరియు వారి ఆర్థిక లక్ష్యాలను చేరుకోవడానికి వీలు కల్పిస్తూ దీర్ఘకాలిక పెట్టుబడికి అనుకూలతను అందిస్తుంది.",2,2,0,2,2,0,1,2,0
telugu|05c369b4-6b21-4485-81e5-60b5e860259d|Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,telugu,05c369b4-6b21-4485-81e5-60b5e860259d,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,finance,క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు ఏమిటి?,"క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు రెండూ ఉన్నాయి. ప్రయోజనాలు అధిక రాబడికి అవకాశం, తక్కువ లావాదేవీ రుసుము మరియు అజ్ఞాతత్వం. ప్రతికూలతలు మార్కెట్ అస్థిరత, ప్రభుత్వ నియంత్రణ లేకపోవడం మరియు హ్యాకింగ్ ప్రమాదం.",2,1,0,2,2,0,2,1,0
telugu|b5d49672-a2c1-4c02-a45b-8d1d9535750a|gpt-4,telugu,b5d49672-a2c1-4c02-a45b-8d1d9535750a,gpt-4,health,కిడ్నీలో రాళ్లు కరిగిపోవాలంటే ఎలాంటి ఆహారం తీసుకోవాలి,"మీ కిడ్నీ రాళ్లను కరగించడానికి, మీ ఆహారంలో కొంత మార్పులు చేసుకోవాలి. మీ ఆహారం లో సంకల్పన సమయానికి, సూపర్ఫూడ్స్ వేగా కిడ్నీ రాళ్లను విడువలిసే మాలికలను కలిగి ఉంటాయి. పెసరలు, కృష్ణ మనుములు, పరుగు, తేగలు, పండులు, కాయగూరలు, ఆపిల్స్, ఆరంజేస్ మరియు పైనాపిల్స్ లంటి పండుల ఇన్ని ఆహారాలను తీసుకుంటే రాళ్లు మొత్తం తయారు అవుతుంది కానీ, మళ్లను విడువలిస్తాయి. మరింత ప్రమాణాలనో రాళ్లు కరగించడానికి కనీసం మూడు లీటర్లు నీటిని రోజుకు తాగాలని ఉండండి. మిమ్మల్ని హైద్రేట్ చేసుకునే ద్రాక్ష రసం కూడా బాగుంటుంది.",2,1,0,2,2,0,1,0,1
telugu|05c369b4-6b21-4485-81e5-60b5e860259d|Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,telugu,05c369b4-6b21-4485-81e5-60b5e860259d,Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,finance,క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు ఏమిటి?," క్రిప్టోకరెన్సీలలో పెట్టుబడి పెట్టడం వల్ల కలిగే ప్రయోజనాలు మరియు నష్టాలు ఉన్నాయి. క్రిప్టోకరెన్సీలు పెట్టుబడి పెట్టడం వల్ల అద్భుతమైన విలువను మరియు విలువలను అందించడం కొరకు ముఖ్యమైన ప్రయోజనాలు ఉన్నాయి. అదనంగా, పెట్టుబడి పెట్టడం వల్ల సామాజిక పరిష్కారాలు, మార్కెట్ పరిష్కారాలు మరియు అత్�����������",1,0,1,1,1,0,2,0,1
telugu|774b4848-424f-4709-b633-e693aa41288f|GPT4o,telugu,774b4848-424f-4709-b633-e693aa41288f,GPT4o,health,"ధూమపానం, ఉబ్బసం లేదా మధుమేహం వంటి ఇప్పటికే ఉన్న వైద్య పరిస్థితులను మరింత దిగజార్చగలదా?","అవును, ధూమపానం ఇప్పటికే ఉన్న వైద్య పరిస్థితులను, అందులో ఉబ్బసం మరియు మధుమేహాన్ని మరింత దిగజార్చగలదు.",2,2,0,2,1,0,2,0,0
telugu|ca10c31a-7ad5-4e2c-b591-190a0b61ff67|GPT4o,telugu,ca10c31a-7ad5-4e2c-b591-190a0b61ff67,GPT4o,culture,"సంక్రాంతిని తెలుగువారి పండుగ అని ఎందుకు అంటారు, అసలు ఎప్పుడు మొదలైంది?","సంక్రాంతి పండుగను తెలుగువారి పండుగ అని అర్పించే ప్రధాన కారణం ఇది ప్రధానంగా ఆంధ్రప్రదేశ్, తెలంగాణ రాష్ట్రాల్లో అత్యంత వేడుకగా జరుపుకోవడం. ఈ పండుగ సంస్కృత జ్యోతిషశాస్త్రంలో మకరసంక్రాంతి నెలరోజువారీ సూర్యరాశులలో మార్పు కారణంగా జరుపుకుంటారు. 

సంక్రాంతి పండుగ ప్రారంభం ఎప్పుడు అయినట్లు చెప్పడం కష్టం. కానీ, ఇది వేదకాలం నుండి జరుపుకుంటున్న పండుగ అని పూర్వకాలం నిబంధనలు, శాస్త్రాలు సూచిస్తున్నాయి. ముఖ్యంగా రైతులు తమ పంటలు కోసుకుని సంతోషంగా ఉండే సమయం ఇది. అందుకే సంక్రాంతి అపారమైన ఆహ్లాదంతో, ఆటలు, పతంగులు ఎగరడం, సంక్రాంతి ముధలు వంటి ఆనందకర పద్ధతులతో జరుపుకుంటారు.

అందుకే సంక్రాంతి పండుగ తెలుగువారి హృదయానికి అత్యంత సమీపం.",2,2,0,2,2,0,2,2,0
telugu|146939a9-f233-4e9b-bdf7-45f45ec91420|gpt-4,telugu,146939a9-f233-4e9b-bdf7-45f45ec91420,gpt-4,finance,పర్సనల్ లోన్ కోసం అప్లై చేయడానికి ఏ డాక్యుమెంటేషన్ అవసరం?,"పర్సనల్ లోన్ కోసం అప్లై చేయడానికి మీకు కింది ప్రమాణాలు అవసరం:

1. ఆయన గ్రామీణ స్థాయి ప్రమాణం (ID ప్రాఫ్): పాస్పోర్ట్, డ్రైవింగ్ లైసెన్స్, పాన్ కార్డ్, ఓడర్ కార్డ్ వంటి గుర్తింపు పత్రాలను అందించాలి.

2. నివాస ప్రమాణం: ఎలెక్ట్రికిటీ బిల్, వాటర్ బిల్, ప్రాపర్టీ టేక్స్ బిల్ వంటివి.

3. ఆదాయ ప్రమాణం: కనీసం మొదటి మూడు నెలల జీతం స్లిప్లు లేదా సేలరీ సర్టిఫికేట్లు.

4. బ్యాంక్ స్టేట్మెంట్: కనీసం మొదటి మూడు నెలల బ్యాంక్ ఖాతా స్టేట్మెంట్.

5. పాన్ కార్డ్: ఇది మీ ఆదాయ పన్ను పట్టి చేసే కోసం అవసరమైన ప్రమాణం.

6. పాస్ బుక్: దయచేసి మీ బ్యాంక్ పాస్ బుక్కు దిగుమతి చేయండి.

ఈ పత్రాలు ప్రస్తుత బ్యాంకు నిబంధనలు, ఆయన విధానాలు మరియు ఆర్థిక పరిస్థితులపై ఆధారపడి మారుతుంది.
",2,1,1,2,2,0,2,2,0
